spotify_track_id,spotify_title,spotify_artists,spotify_duration_ms,youtube_video_id,youtube_title,youtube_url
48H2qDB56ITKreqNVWAoYr,Rebellion,Ado,179106,0Y8e0LJf0i0,【Ado】リベリオン,https://www.youtube.com/watch?v=0Y8e0LJf0i0
0TpJF2IIk9idRMJuSSXMLh,Aloe Lite,Good Kid,149292,mBr6t4Li5aw,Good Kid - Aloe Lite (Official Audio),https://www.youtube.com/watch?v=mBr6t4Li5aw
1hAloWiinXLPQUJxrJReb1,アイドル,YOASOBI,211733,ZRtdQ81jPUQ,YOASOBI「アイドル」 Official Music Video,https://www.youtube.com/watch?v=ZRtdQ81jPUQ
5mFZipkX1HZ4Idz5LOWpzq,Cut the Bridge,Linkin Park,228606,_f9b0NB5o4E,Cut The Bridge (Official Audio Visualizer) - Linkin Park,https://www.youtube.com/watch?v=_f9b0NB5o4E
7cmFEZ81b4S2u6MIHiCIba,Ticking Away,"VALORANT, Grabbitz, bbno$",205270,CdZN8PI3MqM,Ticking Away ft. Grabbitz & bbno$ (Official Music Video) // VALORANT Champions 2023 Anthem,https://www.youtube.com/watch?v=CdZN8PI3MqM
4gl5Hodw7XK2Ar4YilxTZQ,BITE ME,"AJ Dispirito, Zephyrianna",182766,lNoUP579nQ8,♫BITE ME♫ 「Nightcore」 → AJ DiSpirito ft. Zephyrianna ♡【LYRICS】,https://www.youtube.com/watch?v=lNoUP579nQ8
67wWI90Nm2EiSmNKhNykU6,Drifting,Good Kid,146840,8ZA376KNVX4,Good Kid - Drifting (Official Audio),https://www.youtube.com/watch?v=8ZA376KNVX4
5xvjnyg8FHPGRSkbAhjJh6,Rebel Heart (from the series Arcane League of Legends),"Arcane, Djerv",171373,Tg7VGqlR95Y,Djerv - “Rebel Heart” (from Arcane Season 2) [Official Visualizer],https://www.youtube.com/watch?v=Tg7VGqlR95Y
3wmheeuyJHqbD3ao4cI5d9,Premier Inn,Good Kid,212543,p_IXiz0z6Qk,Good Kid - Premier Inn (Official Video),https://www.youtube.com/watch?v=p_IXiz0z6Qk
1aFVWIGU2MUJXaRqcxEaBQ,Hellfire (from the series Arcane League of Legends),"Arcane, FEVER 333",164773,ksFovPa5kaQ,Fever 333 - “Hellfire” (from Arcane Season 2) [Official Visualizer],https://www.youtube.com/watch?v=ksFovPa5kaQ
0YTM7bCx451c6LQbkddy4Q,勇者,YOASOBI,194266,OIBODIPC_8Y,YOASOBI「勇者」 Official Music Video／TVアニメ『葬送のフリーレン』オープニングテーマ,https://www.youtube.com/watch?v=OIBODIPC_8Y
597xDoReZvNnlEoN0IVpVk,Cocktail Molotov (from the series Arcane League of Legends),"Arcane, ZAND",148520,CvgR2TFIHSc,ZAND - “Cocktail Molotov” (from Arcane Season 2) [Official Visualizer],https://www.youtube.com/watch?v=CvgR2TFIHSc
33VnovwlVy8EZfe0EKJjuE,I’m a Controversy,Ado,196666,lZGo8jcEW2M,【Ado】アタシは問題作,https://www.youtube.com/watch?v=lZGo8jcEW2M
5YQ6pweUFlPP3czvutzRLD,Dance Class,Good Kid,176540,DQNkGccNXK0,Good Kid - Dance Class (Official Music Video),https://www.youtube.com/watch?v=DQNkGccNXK0
158OK6TQSb8xo1MIJSdxb1,Alchemist,Good Kid,173438,2HYFEtfR5HE,Good Kid - Alchemist (Official Audio),https://www.youtube.com/watch?v=2HYFEtfR5HE
2SHIKOcEz7Oy85nSwV8FAZ,Entropy Break I,Turbo,228459,jsof4zdoh5s,entropy break I,https://www.youtube.com/watch?v=jsof4zdoh5s
6rwRuX3PyCBnNZMLoSQp3j,Like My Love,Tsundere Alley,161959,1QiuzwcbdOE,Like my love,https://www.youtube.com/watch?v=1QiuzwcbdOE
5pEiC6gjmHGgbH8bM6pbA8,Hide And Seek - Osu Edit,James Landino,142349,LYTfhrJbUqc,Hide And Seek (Osu Edit),https://www.youtube.com/watch?v=LYTfhrJbUqc
6woV8uWxn7rcLZxJKYruS1,Hai Yorokonde,Kocchi no Kento,161632,glbmprjG3zw,//Hai Yorokonde - Kocchi no Kento//,https://www.youtube.com/watch?v=glbmprjG3zw
6HOf5mZay69GSjqCcpsEp8,PRIME TURBO,"Jameskii, TURBO",155711,bvnuDuPKBAE,PRIME TURBO,https://www.youtube.com/watch?v=bvnuDuPKBAE
1hgb3hxKtCpX4tI0hrP46K,Nomu,Good Kid,169541,cJvJOsSfVcg,Good Kid - Nomu (Official Audio),https://www.youtube.com/watch?v=cJvJOsSfVcg
7zqbTfORYS6U6kMyb0Pgxd,Turn Around,Tree Palm,172408,B7plBbp76aU,Tree Palm - Turn Around,https://www.youtube.com/watch?v=B7plBbp76aU
0rh55ZP9egA7YoAgzDEF5K,Witches,Good Kid,154613,CIFTPU3Ex2g,Good Kid - Witches (Official Audio),https://www.youtube.com/watch?v=CIFTPU3Ex2g
6y4GYuZszeXNOXuBFsJlos,Kaikai Kitan,Eve,221426,1tk1pqwrOys,廻廻奇譚 - Eve MV,https://www.youtube.com/watch?v=1tk1pqwrOys
7tWU87nK2Sgujz5vlT9yfQ,Report 4: New World,coda,358441,HIecPS5uFXo,Report 4: New World,https://www.youtube.com/watch?v=HIecPS5uFXo
2W90IO8eRnFg1qsPunKm9B,Field of Hopes and Dreams,Toby Fox,161280,9oDZ2vN9XF0,13. Field of Hopes and Dreams (DELTARUNE Chapter 1 Soundtrack) - Toby Fox,https://www.youtube.com/watch?v=9oDZ2vN9XF0
1P59E9uaeejHQ5xu0EG4p6,First Rate Town,Good Kid,122647,R4VvNn1NS7Y,Good Kid - First Rate Town (Official Audio),https://www.youtube.com/watch?v=R4VvNn1NS7Y
1kF9vY7s9DlcPtJFCMyA3k,her smile,Keanu Bicol,235536,hAaJGdPWHDo,her smile,https://www.youtube.com/watch?v=hAaJGdPWHDo
33G3sUAxqvFEaEeM7u849M,World's End Valentine,Omori,147576,rlQd9qWKjLM,OMORI OST - 086 World's End Valentine,https://www.youtube.com/watch?v=rlQd9qWKjLM
3OwynMMZCYaRBccA4nFL7t,Shine Get,Aethernaut,245647,gIgzvenl7fw,Aethernaut - Shine Get (Higher Audio Quality),https://www.youtube.com/watch?v=gIgzvenl7fw
3C3ZZz76f4k7UDRohvRqhF,Dark Sheep,黒魔 (Chroma),238291,bYCbm469Zq0,黒魔 - Dark Sheep,https://www.youtube.com/watch?v=bYCbm469Zq0
6WT1tWfxUQREmEwzc4TRMV,Fukakoryoku,Vaundy,200241,Gbz2C2gQREI,不可幸力 / Vaundy ：MUSIC VIDEO,https://www.youtube.com/watch?v=Gbz2C2gQREI
0BE2Lbu4GgcCT6kgB1tDTc,A CYBER'S WORLD?,Toby Fox,166153,EM8WM9hUFO8,6. A CYBER'S WORLD? (DELTARUNE Chapter 2 Soundtrack) - Toby Fox,https://www.youtube.com/watch?v=EM8WM9hUFO8
7JtAy78Z9iiCBwHjKqDqGO,Limit Brake,Turbo,240770,ANgQC5Zgb58,9 Sec Turbo 2v Maximum Motorsports manual brake pedal!!,https://www.youtube.com/watch?v=ANgQC5Zgb58
7v0EsDFDBpCgmIruSQTUNZ,Tell Me You Know,Good Kid,197690,vITzcY1KMOk,Good Kid - Tell Me You Know (Official Audio),https://www.youtube.com/watch?v=vITzcY1KMOk
7r46PpiDGgW7cQwXMHS5lU,Crime And Punishment,Ado,290720,x1UsJ2Znjk0,【Ado】罪と罰 歌いました,https://www.youtube.com/watch?v=x1UsJ2Znjk0
0sTlGEld0h8kIPZaKDYUf4,Notion,The Rare Occasions,195120,PD1EXJScA6k,"The Rare Occasions | ""Notion"" Official Music Video",https://www.youtube.com/watch?v=PD1EXJScA6k
6YJOFSIVdGTgaKXh2R4KgG,GOODRUSH - Turbo Remix,"EBIMAYO, Turbo",325100,pOGfu27mSR8,GOODRUSH (Turbo Remix),https://www.youtube.com/watch?v=pOGfu27mSR8
4ehCvnHAuZg6PNmrBrOlUp,Super Sonic Racing,"SEGA SOUND TEAM, Richard Jacques",241973,qoNHGngO65U,Super Sonic Racing,https://www.youtube.com/watch?v=qoNHGngO65U
4jB5OIHRWwiBQAQ81bp6Rj,Orbit,Good Kid,139470,2yLtnwfIzIY,Good Kid - Orbit (Official Audio),https://www.youtube.com/watch?v=2yLtnwfIzIY
3aK8i4QiSGfOkz4xm0yjTk,Break,Good Kid,152355,oA0KyhGzT1Q,Good Kid - Break (Official Visualizer),https://www.youtube.com/watch?v=oA0KyhGzT1Q
61YzdCCBPM5Pc7lIiD5i8C,Bang Bang,"K'NAAN, Adam Levine",186533,bFoFN9Sbk2w,K'NAAN - Bang Bang (Official Music Video) ft. Adam Levine,https://www.youtube.com/watch?v=bFoFN9Sbk2w
0jSA8m5GZiTPiXOSerESzI,Bite Marks,"League of Legends Music, TEYA",190138,I2gX4SAB04U,Bite Marks,https://www.youtube.com/watch?v=I2gX4SAB04U
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,228360,LBr7kECsjcQ,Fall Out Boy - Centuries (Official Video),https://www.youtube.com/watch?v=LBr7kECsjcQ
5QseXDzPvtjdeaWNhYbm0m,Haru wo Tsugeru,yama,196497,DC6JppqHkaM,yama - 春を告げる (Official Video),https://www.youtube.com/watch?v=DC6JppqHkaM
1tzce9prdmxYbPwDSfYV1g,マジカルシンドローム,yama,165099,lTSlTK2_8Zk,yama『マジカルシンドローム』Music Video,https://www.youtube.com/watch?v=lTSlTK2_8Zk
5H37zP5tQCneoCRJEMRcnV,色彩,yama,192933,E9Dru15yq9w,yama『色彩』MV（TVアニメ「SPYxFAMILY」第2クールエンディング主題歌）,https://www.youtube.com/watch?v=E9Dru15yq9w
4szCibdelqTfe8XzGlBT8u,アダルトチックチルドレン,yama,182400,T_FZPrKLO8U,yama『アダルトチックチルドレン』Music Video,https://www.youtube.com/watch?v=T_FZPrKLO8U
3FXDTuvtmQ8RE9l5HaBwGR,TWILIGHT,yama,212866,itC5HQMmYcA,yama『TWILIGHT』　Lyric Video,https://www.youtube.com/watch?v=itC5HQMmYcA
5v1dhqe9vgvp87eyd27hkb,麻痺,yama,198040,2By3feOVw20,yama 『麻痺』MV,https://www.youtube.com/watch?v=2By3feOVw20
3oZ1DkKe2ZcvPh5Ffv6L0c,a.m.3:21,yama,208409,1KN4DhVXw-Y,yama - a.m.3:21 (Official Video),https://www.youtube.com/watch?v=1KN4DhVXw-Y
2I4wbn6mSyyXJOXMlNB12n,midnight,"yama, Taka Perry",198866,CfYm4pZddbo,midnight,https://www.youtube.com/watch?v=CfYm4pZddbo
3dOIgsfzZWsLcCTON0ebLt,us,yama,208733,f8dw0JS3Yrg,yama『us』Music Video,https://www.youtube.com/watch?v=f8dw0JS3Yrg
1Aq9S5teUzfZucr7rVRpSj,Oz.,yama,195866,Odv-zbpy-Y8,yama『Oz.』MV,https://www.youtube.com/watch?v=Odv-zbpy-Y8
1CuCtAmIi4Gjk3q9wkWOKw,偽顔,yama,150500,wA1LKdGwFgc,yama『偽顔』Music Video（3rd ALBUM「awake＆build」）,https://www.youtube.com/watch?v=wA1LKdGwFgc
7r5gbT0sRLKfyTqD0VomNS,doku,"yama, ☆Taku Takahashi",176833,qb9Zn2cO-0U,yama『doku』Lyric Video,https://www.youtube.com/watch?v=qb9Zn2cO-0U
6NYHXyWnurns3vjIsohSGX,BURN,"yama, WurtS",136566,H-Ll5b5NVYA,yama✕WurtS『BURN』Music Video,https://www.youtube.com/watch?v=H-Ll5b5NVYA
0bBl2jjpCFCgRd60BowZoV,血流,yama,208093,munngDZLwO4,yama『血流』MV,https://www.youtube.com/watch?v=munngDZLwO4
1tyfDn2VPRvh336veB1ajh,shadow dance,yama,178000,oe6-Fky3Vfk,shadow dance,https://www.youtube.com/watch?v=oe6-Fky3Vfk
6cRZpoOfi9kBOTFxeN8X3t,憧れのままに,"yama, Tatsuya Kitani",205966,yIncOcSN2aQ,yama × キタニタツヤ『憧れのままに』 KONA Collaboration Video,https://www.youtube.com/watch?v=yIncOcSN2aQ
58tyTrZH1pt8esOLGynycj,アイタリナイ,"MAISONdes, yama, ニト。",163853,gOagc0RUFlg,"【210】[feat. yama, ニト。] アイタリナイ / MAISONdes",https://www.youtube.com/watch?v=gOagc0RUFlg
7ecWzYoWecy0fiUu6FKZ3T,slash,yama,238833,tsh7waq3Fyo,yama『slash』Music Video（TVアニメ『機動戦士ガンダム 水星の魔女』Season2 OP）,https://www.youtube.com/watch?v=tsh7waq3Fyo
3sz0hi6mkqq0hfRMN8RGrs,Lost,yama,245466,,,
7DHatm4xHTDxQaTz83zf7V,愛を解く,yama,181266,TeXWm3z1ECw,yama『愛を解く』MV,https://www.youtube.com/watch?v=TeXWm3z1ECw
69cF34CNjzxX1ySIPJxtMf,ハロ,"yama, ぼっちぼろまる",198066,Kk-uRP2XZw4,yama × ぼっちぼろまる『ハロ』lyric Video（テレビアニメ『ポケットモンスター』オープニングテーマ）,https://www.youtube.com/watch?v=Kk-uRP2XZw4
33l85q7YTdJGn7PrR3LU8G,Sleeping town (feat. yama),"whaledontsleep, yama",197067,ePBjUMEeqBw,ねむるまち feat.yama  (Official Video),https://www.youtube.com/watch?v=ePBjUMEeqBw
6pjEIAEvpZ9nl6Hjuyv3Mv,MoonWalker,yama,214833,BTvbo_UIs5A,yama『MoonWalker』MV,https://www.youtube.com/watch?v=BTvbo_UIs5A
6q2anED2iLMVW1XvdZx5pQ,クリーム,yama,218571,F0F1rrVI7cQ,yama - クリーム  (Official Video),https://www.youtube.com/watch?v=F0F1rrVI7cQ
43wA7GO59hkeojRFu6jU4n,沫雪,yama,184266,0-lDCyS7_jQ,yama『沫雪』Music Video,https://www.youtube.com/watch?v=0-lDCyS7_jQ
0NGNeVj68sBFcyyHwax4C0,TORIHADA,yama,179266,e6U45wIQvws,yama『TORIHADA』Music Video,https://www.youtube.com/watch?v=e6U45wIQvws
4N68vlWbWHDe8DeNgJaWtO,くびったけ,yama,234600,ZaQPigOGdG4,yama『くびったけ』MV produced by Vaundy,https://www.youtube.com/watch?v=ZaQPigOGdG4
1m0RfmsLgUUf0AB1zyObXc,真っ白,yama,287166,lj64XpVS7dk,yama 『真っ白』Music Video（Film Edition）,https://www.youtube.com/watch?v=lj64XpVS7dk
3WiGi6UeOTH1hhjCaTTQwT,Ever,yama,196166,PeUSiqbpBRU,yama『Ever』Music Video,https://www.youtube.com/watch?v=PeUSiqbpBRU
64taNX9xrRu6cYf0a0v72w,D(evil) feat. yama,"haruno, A.G.O, yama",161470,UyAcwI-vP64,春野 - D(evil) feat. yama (lyrics),https://www.youtube.com/watch?v=UyAcwI-vP64
5YZ3jmdCyHIQSXTqYbwFCo,季節の灯,yama,356893,Uo9BA6AIvyY,yama『季節の灯』　「ACIDMAN Tribute Works」収録　Music Video,https://www.youtube.com/watch?v=Uo9BA6AIvyY
3vPxuqeKOCpguz5aqhHtQr,GRIDOUT,yama,177966,1E_IB-HIucY,yama『GRIDOUT』Music Video,https://www.youtube.com/watch?v=1E_IB-HIucY
5M13MqCBVJykhVUXgjjYcX,Hello/Hello,"MAISONdes, yama, Nakimushi",245214,lr95NsiupYI,"【101】[feat. yama, 泣き虫☔️] Hello/Hello  / MAISONdes",https://www.youtube.com/watch?v=lr95NsiupYI
33Cdpy0wIKa6le6kNaD6Ya,Film,yama,195133,hoE3xtR0Bco,yama『Film』Music Video,https://www.youtube.com/watch?v=hoE3xtR0Bco
5EBkv7Vl47e674Yi6Gk7zi,カーテンコール,yama,219206,87HUWL9J_2Y,yama『カーテンコール』MV,https://www.youtube.com/watch?v=87HUWL9J_2Y
4QudMialF8Y73NNyCdDD0G,Sleepless Night,yama,258866,quAkTWw8NPc,yama『Sleepless Night』MV,https://www.youtube.com/watch?v=quAkTWw8NPc
45UVorDHdb5BugXpHjuorv,こだま,yama,184600,YyPmGw2FFNY,yama『こだま』Music Video,https://www.youtube.com/watch?v=YyPmGw2FFNY
6wG7V7gPdYl85QScNKqRBc,レコード,"yama, Taka Perry",180666,xHMEPLbMJO4,yama『レコード（feat. Taka Perry）』Music Video,https://www.youtube.com/watch?v=xHMEPLbMJO4
3GRFoiwlWZKMtdEm8TRpb7,砂の城,yama,242333,4AEBWikLVjo,yama『砂の城』Music Video,https://www.youtube.com/watch?v=4AEBWikLVjo
4ivrdKOEXXGiRIApiD7rII,希望論,yama,274800,ikqA7l2QHc4,yama『希望論』MV,https://www.youtube.com/watch?v=ikqA7l2QHc4
6gLIdsq5niNohbCT3LFT1Z,一寸の赤,yama,231673,zIE8htt4HLg,yama 『一寸の赤』MV,https://www.youtube.com/watch?v=zIE8htt4HLg
52K93xV0RzR1oiTpLelcmj,声明,yama,215700,Hck00ktYkiE,yama『声明』SusHi Tech Tokyo 2024 Collaboration Video,https://www.youtube.com/watch?v=Hck00ktYkiE
7sqlWfsAcENRdsrN6BuyTr,オリジン,yama,206666,O-pgOipi3eQ,【勝利の女神：NIKKE】2周年記念曲 yama -「オリジン」スペシャルコラボ映像 Full ver.,https://www.youtube.com/watch?v=O-pgOipi3eQ
3dyleGMI23oZV0wgojOkpR,rain check,yama,270166,lVnb2bx2FiE,yama『rain check』Music Video,https://www.youtube.com/watch?v=lVnb2bx2FiE
3XpV0yCZRizTsCMEIkxZVm,桃源郷,yama,228000,XrUCwI7xyhQ,yama『桃源郷』MV,https://www.youtube.com/watch?v=XrUCwI7xyhQ
7g7uPUI6kO8ru6JzpbZtVZ,a.m.3:21（safmusic Remix）,"yama, safmusic",187900,xCzPUUJfhzA,a.m.3:21(safmusic Remix),https://www.youtube.com/watch?v=xCzPUUJfhzA
1Y8oe7ucxNjQXTiWOIMSfz,はなにあらし,"DURDN, yama",272319,y6angZwSrNA,DURDN - はなにあらし feat.yama (Official Music Video),https://www.youtube.com/watch?v=y6angZwSrNA
0QDjYBER1ZqISxA2Gc0cJe,春を告げる - From THE FIRST TAKE,yama,300800,q5e0C6xizVY,yama - 春を告げる  / THE FIRST TAKE,https://www.youtube.com/watch?v=q5e0C6xizVY
09gBx310Z7KnMI5LdB3fDl,モンスター (feat. yama),"Genie High, yama",263421,3EeGcpNmUx8,ジェニーハイ-モンスター feat.yama,https://www.youtube.com/watch?v=3EeGcpNmUx8
34ozZofkGQZi2zzdTTdvtO,Sugarveil,yama,175100,ULaokwULZoY,Sugarveil,https://www.youtube.com/watch?v=ULaokwULZoY
